favourites,followers,friends,likes,lists,retweets,statuses
6,322,294,0,117,0,136491
810,9078,6910,0,1290,0,343203
669,495,597,1,0,0,791
810,9078,6910,0,1290,0,343203
810,9078,6910,0,1290,0,343203
26523,1326,302,5,18,0,36730
3494,2999,724,0,49,0,118923
327,743,1510,0,101,0,16726
810,9074,6908,0,1290,0,343168
810,9078,6910,0,1290,0,343203
27477,1311,692,2,5,0,53507
310,1203,1232,0,184,0,22523
414,50,149,2,1,0,1155
1589,2150,1161,0,28,0,4851
1683,1407,1461,0,1,1,22387
4460,17,45,0,1,0,2775
2548,808,747,0,50,0,15349
0,103,54,0,169,0,17740
1197,1204,1472,0,120,0,10931
976,913,1065,0,165,0,24181
180,303,426,2,16,0,1271
16990,3670,2025,0,115,0,394458
4091,5422,5967,0,232,0,11995
35589,3476,1418,5,89,1,88279
13632,152,289,0,5,0,11166
810,9078,6910,0,1290,0,343203
0,131,48,0,34,0,252044
1009,2388,3017,0,385,0,313607
810,9078,6910,0,1290,0,343203
430,147,184,0,7,0,2319
1028,1263,1328,0,146,0,21309
6775,2089,174,13,13,0,3996
67581,951,657,1,43,1,66115
2,89,212,0,25,0,4918
60,104,72,0,3,0,1513
989,419,94,3,9,0,86054
29389,263,186,6,15,3,29289
282,1440,1449,0,166,0,21132
810,9078,6910,1,1290,0,343203
4643,717,714,2,1,0,3332
16060,566,604,4,54,0,43579
327,301,161,0,29,0,1522
3,423,2855,0,13,0,2330
5471,758,2030,1,144,0,3983
30821,1727,174,0,30,0,50290
17,278,257,0,3,0,2526
1693,179717,1156,94,793,7,23486
3699,257,105,3,1,1,2212
40674,1637,1125,6,23,1,17533
431,231,424,1,36,0,2272
94866,313,296,3,6,0,14238
21368,225,276,3,6,0,35493
838,881,1063,0,174,0,24341
35479,787,206,7,20,1,75550
2394,6349,6045,1,223,1,4159
810,9078,6910,0,1290,0,343203
181,480,292,1,6,0,1102
469,934,402,0,344,0,32952
9538,225,295,1,0,0,1456
810,9078,6910,2,1290,2,343203
810,9078,6910,0,1290,0,343203
1,836,982,0,3,0,12276
713,278,94,0,1,0,6480
547,446,567,0,10,0,1173
1,0,4,1,0,0,1
810,9078,6910,1,1290,1,343203
58,102,2,0,14,0,1236
70758,3875,112,0,71,0,104273
37792,11882,7983,50,18,9,50945
28728,794,591,1,45,0,38682
2971,117,74,1,12,0,34434
4016,14704,10398,0,935,1,88625
363717,2659,320,0,1938,0,440426
7563,632,307,0,6,0,19345
810,9078,6910,1,1290,0,343203
6974,1658,3412,1,28,1,10772
964,302,527,0,0,0,735
2,89,212,0,25,0,4918
13267,13309,9101,0,489,1,234204
1009,2388,3017,0,385,1,313623
17383,208,183,1,5,1,7772
204,9547,8515,0,368,0,32184
8723,1511,1242,0,2,0,23079
4,79,1,0,26,0,113099
2783,4321,750,0,54,0,142290
13365,939,773,0,89,0,87769
0,225,60,0,133,0,87846
11331,580,549,1,3,2,10194
431,231,424,1,36,0,2272
810,9078,6910,0,1290,0,343203
4321,402,402,5,0,1,4965
810,9078,6910,0,1290,0,343203
29389,263,186,5,15,2,29289
26294,862,457,0,41,0,95058
5706,3866,2568,0,67,0,11147
10305,9935,8522,5,286,2,13374
3,115,100,0,2,0,979
17234,198,170,3,9,0,26280
13120,280,211,0,3,1,9383
968,111,382,0,9,0,1574
3198,218,239,1,5,0,19262
9185,525,33,4,5,3,4656
1717,544,1004,0,4,0,460
838,881,1063,0,174,0,24341
0,1522,530,0,358,0,445458
2,89,212,0,25,0,4918
0,1115,0,0,30,0,54591
677,2787,1811,0,8,0,100185
810,9078,6910,0,1290,0,343203
2,89,212,0,25,0,4918
1704,4988,5191,0,594,0,96456
0,521,229,0,280,0,324316
1032,7874,2783,0,165,1,34168
810,9078,6910,0,1290,0,343203
9056,233,174,0,0,0,2815
94415,5946,3038,19,56,7,126800
912,896,1072,0,174,0,24417
1884,324,283,1,3,1,4328
128,2856,3570,0,154,0,5241
7399,607,107,0,17,0,56820
976,913,1065,0,165,0,24181
250,1412,1361,0,173,0,22422
437,2189,2220,0,360,0,163267
38126,615,291,15,8,6,11718
8669,1408,967,6,22,6,78344
469,1119,1001,1,117,0,2098
2,7581,2607,0,33,0,47836
26874,5887,5644,0,776,0,119973
0,62,1,0,27,0,6843
250,925,952,0,155,0,22185
49421,11985,99,12,107,3,30076
1,836,982,0,3,0,12276
810,9078,6910,0,1290,0,343203
13747,305,291,8,3,2,7266
0,282,0,0,112,0,77525
5762,82,293,4,0,0,952
6643,128,347,0,4,0,12343
431,231,424,0,36,0,2272
223,2043,1451,0,20,0,102043
1938,2020,107,15,27,5,5541
9837,1261,178,10,24,3,9082
2,89,212,0,25,0,4918
1511,1894,648,1,170,0,42313
22429,258,332,0,30,0,34468
325,1212,1227,0,175,0,22516
1938,2020,107,1,27,1,5541
250,1412,1361,0,173,0,22422
7771,247,184,2,2,0,19594
28,6328,6843,1,144,0,15135
4205,144,107,1,8,0,10338
18227,1548,1456,8,49,3,13610
76287,672,365,3,7,0,67416
1,30,109,0,21,0,17286
810,9078,6910,1,1290,1,343203
4016,14704,10398,0,935,0,88625
42,20990,21492,0,284,0,18181
27469,5920,553,1,15,1,53442
0,29,58,0,12,0,2466
7941,1904,1633,3,210,0,10023
306,24,92,14,1,10,644
1884,324,283,1,3,1,4328
0,85,612,0,21,0,424
16,336,1912,0,6,0,10741
443,2847,70,4,24,9,9487
0,647,36,0,432,0,333872
832,847,1024,0,157,0,24135
130,6146,57,6,143,11,25529
1,836,982,0,3,0,12276
1589,2150,1161,0,28,0,4851
2678,945,493,0,3827,0,206048
1139,909,928,0,157,0,26969
17226,714,548,2,1,0,17314
1620,773,710,2,122,1,20667
74,506,543,0,22,0,36753
2936,212,54,0,13,0,113160
283,352,58,0,9,0,171594
282,1440,1449,0,166,0,21132
0,8,8,0,7,0,8160
0,786,55,0,83,0,2946
810,9078,6910,0,1290,1,343203
2,89,212,0,25,0,4918
1,30,109,0,21,0,17286
942,1069,998,1,180,0,27839
810,9078,6910,0,1290,0,343203
0,225,60,0,133,0,87846
6519,8397,4861,0,156,0,154639
839,178,311,0,1,0,427
8561,344,315,0,4,0,62056
1218,994,1018,0,174,0,28588
102,1383,550,0,0,0,483
21883,144,510,2,0,1,7192
1343,5419,2598,0,170,0,230406
810,9078,6910,0,1290,0,343203
26873,408,842,17,19,8,38432
1229,1709,2087,0,87,0,25458
29,98,261,0,26,0,11593
810,9078,6910,1,1290,1,343203
7027,145,305,2,0,0,2383
325,1212,1227,0,175,0,22516
25335,2717,769,0,68,0,136914
39488,2526,3006,3,230,0,25550
242,673,590,0,228,0,129197
15793,353,428,1,4,0,30588
44,93,53,0,1,0,37
7683,433,551,0,0,0,1741
810,9078,6910,0,1290,0,343203
27284,347,1079,3,12,0,6258
10,960,169,0,2234,0,510077
810,9078,6910,0,1290,0,343203
51,1451,1573,0,100,0,55309
810,9078,6910,0,1290,0,343203
3,56,49,0,16,0,40675
0,1115,0,0,30,0,54591
25434,166,222,6,7,0,13911
27432,514,797,5,5,0,21438
0,43,58,3,6,0,31968
36669,6101,251,1,133,0,20939
13267,13309,9101,0,489,3,234204
318,1005,1045,0,180,0,22394
1330,103,105,1,1,0,774
45366,717,281,2,38,0,159504
180,883,268,4,8,3,32782
3,90,95,0,5,0,206
649,234,334,2,2,0,1009
4122,510,1112,1,7,0,9139
14942,5360,1064,0,300,0,40511
1189,808,892,0,174,0,35983
473,14,12,0,0,0,596
1227,67,64,15,0,1,493
1372,1991,1997,0,195,0,33064
13654,8289,94,3,58,0,13559
4,79,1,0,26,0,113099
2835,66,47,2,5,0,3711
2739,12160,5188,4,249,0,53624
4981,1900,1334,1,186,0,12997
810,9078,6910,1,1290,1,343203
77,733,670,1,137,0,17309
317,912,962,0,132,0,21047
0,103,54,0,169,0,17740
13575,510,500,1,11,0,50814
4333,716,187,0,19,0,149758
12417,1200,143,4,41,0,6886
12,190,126,0,86,0,9725
28,6328,6843,0,144,0,15135
912,896,1072,0,174,0,24417
0,686,1941,0,195,0,13365
810,9078,6910,0,1290,0,343203
2181,1138,388,1,7,0,15998
810,9078,6910,0,1290,1,343203
0,8,8,0,7,0,8160
9088,263,199,1,15,0,11024
22,143,1195,0,0,0,72
810,9078,6910,0,1290,0,343203
2662,362,163,0,3,0,8770
0,1493,53,0,1,0,484
7493,159,257,5,4,0,15301
1746,10344,1410,0,836,0,802807
865,990,974,0,193,0,27491
0,1115,0,0,30,0,54591
33717,101002,85886,2,2079,6,702684
16321,3286,169,11,44,0,20781
91,3588,2433,0,138,0,174268
9526,1921,1913,0,289,0,13606
13506,4123,1323,6,58,0,103172
856,858,1040,0,182,0,24295
283,352,58,1,9,0,171594
1028,1263,1328,0,146,0,21309
8104,718,321,15,4,0,38465
5829,717,516,6,4,1,9192
1418,406,666,0,9,0,1442
5845,192,351,0,23,0,11393
11597,4912,3880,0,208,0,99884
108694,1359,1163,1,68,0,80851
6,16,41,1,0,0,6
66871,2194,169,0,56,0,127612
4442,12619,2429,0,50,0,33909
112666,637,356,0,15,0,134853
810,9078,6910,0,1290,0,343203
76524,3212,2361,1,127,1,84242
942,1069,998,0,180,0,27838
976,913,1065,0,165,0,24181
7351,238,113,19,4,2,28209
94866,313,296,2,6,0,14238
5222,3483,180,1,56,1,123454
853,923,1088,0,181,0,24672
2104,542,223,1,6,0,10786
308,1165,1176,0,174,0,22500
5940,292559,514,18,1114,2,22725
9819,624,513,1,19,0,14571
810,9078,6910,0,1290,1,343203
810,9078,6910,0,1290,0,343203
912,896,1072,0,174,0,24417
1125,869,890,0,155,0,28112
15421,2086,206,1,56,0,21505
56161,1623,343,1,11,0,111515
9116,171,144,1,4,0,7059
57327,189,224,0,19,0,55733
22429,258,332,0,30,0,34468
29733,3260,133,29,20,114,27920
912,896,1072,0,174,0,24417
44952,6369,93,10,125,0,84889
1197,1204,1472,0,120,0,10931
431,231,424,0,36,0,2272
14,132,52,0,39,0,38115
3983,169,124,0,3,1,2114
676,1060,422,0,28,0,160085
70758,3875,112,2,71,1,104273
0,2117,363,0,166,0,330328
0,31,94,0,2,0,977
310,1614,694,1,1,0,484
5167,47,58,3,4,0,60956
0,7,40,0,1,0,886
41,1899,1975,0,367,0,17396
109,1244,5001,0,13,0,91
3829,262,177,3,8,2,81567
14,753,88,0,76,4,7667
1,140,93,0,270,0,50411
0,8,8,0,7,0,8160
13393,165,192,2,8,0,12345
2653,476,385,19,3,3,1801
4270,2977,1358,2,183,2,9055
905,51,36,0,3,0,21537
15074,2455,882,3,0,0,54263
810,9078,6910,0,1290,0,343203
495,9780,10089,0,87,0,12330
50871,8917,8660,3,121,3,60848
283,352,58,1,9,0,171594
13747,305,291,3,3,1,7266
810,9078,6910,0,1290,0,343203
0,11,57,0,9,0,4699
2,122,0,0,47,0,24084
35566,561,346,2,33,0,30547
0,1258,150,0,628,0,1237993
869,1030,1048,0,194,0,27977
6519,8397,4861,0,156,0,154639
810,9078,6910,1,1290,1,343203
10275,2117,1351,11,5,3,26799
1,12,81,0,0,0,2065
888,880,851,0,194,0,27536
810,9078,6910,0,1290,0,343203
327,1161,1210,0,170,0,22594
0,103,54,0,169,0,17740
810,9078,6910,0,1290,1,343203
4,79,1,0,26,0,113099
91,3588,2433,0,138,0,174268
14498,234,144,1,15,0,17333
12766,7335,7962,1,10,0,65155
50,12,121,0,0,0,37
818,3063,604,26,2,1,246
5844,2841,759,0,19,0,45732
0,254,223,0,397,0,30879
116961,254,235,7,24,0,63345
810,9078,6910,1,1290,0,343203
19747,1520,2234,0,12,0,29729
0,8,8,0,7,0,8160
15145,1830,4705,2,165,1,19169
332,334,142,0,3,1,34246
23867,318,673,2,2,0,39981
810,9078,6910,0,1290,0,343203
21368,225,276,5,6,1,35493
5472,626,562,2,3,1,799
310,1614,694,0,1,0,484
5792,758,491,8,3,11,41256
28,6328,6843,0,144,0,15135
91,3588,2433,0,138,0,174268
7325,523,767,5,15,0,7308
4,375,625,0,5,0,782
11891,1623,87,1,29,0,66620
810,9078,6910,0,1290,0,343203
14308,638,449,1,1,0,12420
30,433,313,0,7,0,2603
6586,964,124,5,27,4,19123
810,9078,6910,0,1290,0,343203
0,254,223,0,397,0,30879
1867,91,137,1,2,0,2171
6174,399,374,1,2,0,9443
169,157,67,0,3,0,762
6661,453,220,8,10,5,5441
310,1203,1232,0,184,0,22523
888,880,851,0,194,0,27531
13824,768,1603,0,7,0,23661
2739,12160,5188,2,249,1,53624
295,546,237,1,50,0,4817
43623,4130,3268,6,119,0,62056
810,9078,6910,1,1290,0,343203
1,140,93,0,270,0,50411
2597,305,483,32,14,16,3684
838,881,1063,0,174,0,24341
1589,2150,1161,0,28,0,4851
40674,1637,1125,3,23,1,17533
39401,5693,150,4,55,0,17333
11804,136934,252,13,451,1,173067
69489,5247,356,4,52,0,147551
6974,1658,3412,2,28,0,10772
810,9078,6910,0,1290,0,343203
1028,1263,1328,0,146,0,21309
39401,5693,150,3,55,0,17333
242,673,590,0,228,0,129183
3345,635,352,5,15,1,40238
0,225,60,0,133,0,87846
7740,377,660,7,3,1,3516
4346,38,122,0,2,0,3700
317,912,962,0,132,0,21047
93115,411,403,0,24,0,228151
6610,328,37,11,2,0,15829
59557,14731,14728,0,209,0,150468
1780,22,18,1,1,0,3539
8,390,113,0,9,0,28596
6643,128,347,0,4,0,12343
9498,316,289,0,16,0,7067
204,9547,8510,0,359,0,32184
810,9078,6910,0,1290,0,343203
43623,4130,3268,2,119,0,62056
8561,344,315,1,4,0,62056
16,320,266,0,10,0,2650
17,278,257,0,3,0,2526
18325,281,132,3,10,0,21016
4016,14704,10398,0,935,0,88625
0,31,94,0,2,0,977
77816,954,508,0,14,0,88086
856,858,1040,0,182,0,24295
317,912,962,0,132,0,21047
899,922,949,0,177,0,31124
0,225,60,0,133,0,87846
4016,14704,10398,0,935,0,88625
810,9078,6910,0,1290,0,343203
242,673,590,0,228,0,129183
1,140,93,0,270,0,50411
0,159,18,0,30,0,188515
500,2950,450,1,631,1,5820
423,87,343,0,41,0,3753
0,282,0,0,112,0,77525
7022,5183,272,0,65,0,56240
6586,964,124,0,27,0,19123
17,1475,12,0,486,0,382573
1343,5419,2598,0,170,0,230406
22,115,93,0,3,0,3746
452,822,602,0,162,0,10817
11585,1549,128,1,18,0,7837
318,1005,1045,0,180,0,22394
0,9,0,0,3,0,29073
17268,737,433,11,42,0,14883
74,506,543,0,22,0,36750
18545,101,134,2,3,0,13183
6519,8397,4861,0,156,0,154639
23867,318,673,1,2,0,39981
3654,324,240,1,0,0,6323
131275,26199,21417,30,306,15,124499
11597,4912,3880,0,208,0,99884
7474,389,475,0,24,0,28664
1,16,97,0,3,0,744
429,270,813,0,6,0,1286
4122,510,1112,0,7,0,9139
582,2292,2057,0,262,1,8341
4278,305,196,2,2,0,3148
48241,99346,109198,0,321,0,199854
6450,493,855,0,5,0,5377
6,155,244,0,26,0,20931
810,9078,6910,0,1290,0,343203
981,895,1060,0,159,0,24568
3963,241,441,2,2,0,8427
182,6,43,1,0,0,4
810,9078,6910,0,1290,0,343203
11630,1844,59,2,24,0,19694
16453,2618,960,1,147,0,51752
3216,513,122,4,2,1,8664
810,9078,6910,0,1290,0,343203
0,74,0,0,29,0,30101
91,37,159,0,0,0,155
59,3844,54,0,127,0,22757
810,9078,6910,0,1290,0,343203
810,9078,6910,0,1290,0,343203
8701,1229,167,8,14,1,8852
25324,1130,1470,6,63,1,20012
11010,2351,57,2,36,0,13984
9925,897,647,1,3,0,4788
3,115,100,0,2,0,979
58424,4428,334,1,110,1,106590
3610,1069,34,2,101,0,796
55068,343,174,3,9,0,88005
765,229,60,0,8,0,1368
3,115,100,0,2,0,979
1343,5419,2598,0,170,0,230406
0,8,8,0,7,0,8160
810,9078,6910,0,1290,0,343203
28720,295,471,1,23,2,22965
2357,231,191,1,5,0,26294
2936,212,54,0,13,0,113160
204,9547,8510,0,359,0,32184
5502,36386,2019,1,892,0,70993
11010,2351,57,1,36,0,13984
13632,152,289,1,5,0,11166
91,3588,2433,0,138,0,174268
4016,14704,10398,0,935,2,88625
810,9078,6910,0,1290,0,343203
1206,914,882,0,168,0,28572
856,858,1040,0,182,0,24295
1009,2388,3017,0,385,0,313623
10658,155,161,3,8,0,29872
7098,67,59,5,0,0,2876
1038,224,319,1,3,0,1521
2739,12160,5188,0,249,0,53624
7351,238,113,0,4,0,28209
23737,326,276,1,5,0,29008
1189,808,892,0,174,0,35983
3,56,49,0,16,0,40675
8876,69,204,1,3,0,5407
810,9078,6910,0,1290,0,343203
810,9078,6910,0,1290,2,343203
12417,1200,143,19,41,10,6886
1431,54,95,3,1,0,2646
9,2,3,0,0,0,4
59,3844,54,0,127,0,22757
21146,3822,322,7,38,5,118705
1636,28,38,1,1,0,760
115457,11028,624,0,86,0,81465
34499,776,343,6,39,0,59612
0,282,0,0,112,0,77525
1,30,109,0,21,0,17286
167,5364,1697,0,447,0,29263
11549,32586,27846,0,1776,0,61679
7,623,1431,0,17,0,375964
0,92,768,0,21,0,1244
724,6713,68,0,26,0,14036
810,9078,6910,0,1290,1,343203
1218,994,1018,0,174,0,28588
242,673,590,0,228,0,129183
40674,1637,1125,0,23,0,17533
3663,375,34,2,4,0,5612
38655,8074,221,4,166,1,115675
2829,118,413,0,2,0,4600
2487,533,81,0,17,0,28726
12218,10109,5509,0,201,1,19236
15830,732,395,3,2,0,55727
0,254,223,0,397,0,30879
810,9078,6910,0,1290,0,343203
49345,2788,1417,4,132,0,118689
1237,10566,710,1,99,1,12251
53381,18,27,3,4,0,29650
6627,319,118,1,15,0,10468
26258,134,88,2,2,0,53735
10,9,45,0,0,0,107
16,320,266,0,10,0,2650
24736,8532,405,63,22,17,7182
5060,607,186,0,45,0,8871
1028,1263,1328,0,146,0,21309
52,223,1068,1,0,1,141
0,33,208,0,16,0,1487
899,922,949,0,177,0,31124
62027,296,211,1,12,0,15842
6505,948,860,2,1,0,16821
810,9078,6910,0,1290,0,343203
4187,721,852,2,59,0,109152
7193,178,287,1,2,1,8570
1,34,60,0,0,0,260
810,9078,6910,2,1290,1,343203
810,9078,6910,0,1290,0,343203
26646,1059,617,2,52,2,64538
15873,1909,868,5,73,1,8889
1028,1263,1328,0,146,0,21309
65,28,201,0,0,0,33
242,672,590,0,228,0,129144
4921,193,663,7,6,5,7025
308,1165,1176,0,174,0,22500
1967,49,130,3,1,0,4632
19061,1085,257,1,48,0,42702
1,2316,1948,0,32,0,20371
0,56,129,0,8,0,10224
204,9547,8510,0,359,0,32184
250,1412,1361,0,173,0,22422
810,9078,6910,0,1290,0,343203
4016,14704,10398,0,935,0,88625
90,602,1805,0,79,0,24448
4977,362,387,0,0,0,6108
912,896,1072,0,174,0,24417
4,79,1,0,26,0,113099
431,231,424,1,36,1,2272
1372,1992,1997,0,195,0,33064
5387,508,362,3,1,0,3086
2530,150,701,0,0,0,577
4,79,1,0,26,0,113099
899,922,949,0,177,0,31124
2751,1050,869,8,88,0,42588
1,30,109,0,21,0,17286
1343,5419,2598,0,170,0,230406
14502,1718,973,15,8,1,24967
148,504,465,0,10,0,6353
899,922,949,0,177,0,31124
24,619,226,1,6,1,17457
3304,4855,5318,0,106,0,58825
810,9078,6910,0,1290,0,343203
264,66,367,0,10,0,903
1512,55,44,1,0,0,12405
8520,345,195,29,2,8,5898
0,8,8,0,7,0,8160
95309,1150,853,5,269,1,18742
7797,152,144,2,4,0,4488
57327,189,224,1,19,1,55733
838,881,1063,0,174,0,24341
1,30,109,0,21,0,17286
119039,973,0,2,75,0,1578
1221,12,35,1,1,0,425
810,9078,6910,0,1290,0,343203
810,9078,6910,0,1290,0,343203
1,583,492,0,21,0,281961
450,581,543,1,31,0,38864
13506,738,472,0,1,0,18658
462,65,77,0,2,0,1758
91,3588,2433,0,138,0,174268
3724,660,168,0,2,0,11233
4215,945,642,0,2,0,18440
2807,234,552,0,1,0,9330
5982,2077,628,0,33,0,73706
81983,2428,80,21,46,4,54114
12754,114,130,0,10,0,22663
912,896,1072,0,174,0,24417
810,9078,6910,0,1290,0,343203
5590,1477,4482,1,15,0,8162
810,9078,6910,0,1290,0,343203
18227,1548,1456,1,49,0,13610
1,140,93,0,270,0,50411
91,3588,2433,0,138,0,174268
9311,334,249,2,7,1,6337
177501,1009,638,29,32,2,81282
2739,12160,5188,0,249,2,53624
1793,322,202,2,3,1,7992
1009,2388,3017,0,385,0,313651
21350,2081,67,1,20,0,47476
7,623,1431,0,17,0,375964
1953,7736,6344,4,103,3,4459
42,20989,21492,0,284,0,18180
204,9547,8510,0,359,0,32184
15062,6279,83,174,42,66,49569
17351,429,355,0,15,0,27931
9498,316,289,1,16,0,7067
1,325,130,0,163,0,92165
0,225,60,0,133,1,87846
20346,156,348,1,5,0,31870
2972,2436,842,5,333,7,32798
7675,172,119,2,12,0,2865
19061,1085,257,5,48,14,42702
2940,766,720,0,17,0,17027
112496,4413,3690,5,42,3,145704
2936,212,54,0,13,0,113160
21500,845,1340,8,9,4,7640
0,2,0,0,0,0,22
6444,351,484,1,11,0,42524
3617,1769,939,4,9,2,19320
0,686,1941,0,195,0,13365
9459,222,323,1,3,1,13870
21500,845,1340,2,9,0,7640
1539,104,95,4,1,1,521
167,5364,1697,0,447,0,29263
2936,212,54,0,13,0,113160
810,9078,6910,0,1290,0,343203
53617,1965,1771,7,26,0,12592
49112,1838,492,5,10,0,24925
200,3649,2785,8,35,2,1262
59,3844,54,0,127,0,22757
308,1594,4996,0,21,0,5489
436,2094,1483,0,237,0,15639
810,9078,6910,0,1290,0,343203
1206,1076,1037,0,183,0,28299
20670,663,755,0,21,0,51232
6519,8397,4861,0,156,0,154639
3027,111,53,0,1,0,4365
810,9078,6910,0,1290,0,343203
1,836,982,0,3,0,12276
0,8,8,0,7,0,8160
1626,507,397,0,37,0,2592
91,3588,2433,0,138,0,174268
1589,2150,1161,0,28,0,4851
6,155,244,0,26,0,20931
1027,221,484,1,1,1,2156
23094,2161,898,23,80,1,32396
56161,1623,343,1,11,1,111515
1,16,97,0,3,0,744
865,990,974,0,193,0,27491
2,89,212,0,25,0,4918
2,89,212,0,25,0,4918
176,3691,977,47,44,52,50210
11064,457,113,32,0,2,3279
96075,811,472,3,13,0,128958
976,913,1065,0,165,0,24181
1976,31,36,5,0,0,2482
854,900,1116,0,163,0,24558
3828,549,520,4,0,0,1143
1687,33570,1427,1,349,0,121224
167,5364,1697,0,447,0,29263
40967,3582,167,1,74,1,76649
0,2388,2502,0,132,0,75004
22,617,164,0,5,0,35439
46082,1594,2387,1,95,0,54574
2416,296,835,0,6,0,30235
810,9078,6910,0,1290,0,343203
13365,939,773,0,89,1,87769
1751,1070,672,0,4,0,13919
12018,1206,589,2,102,3,31574
9525,1921,1913,1,289,0,13605
168,1496,56,0,0,0,485
2138,303,277,0,1,1,3301
1967,49,130,0,1,0,4632
2686,371,219,20,2,3,13438
810,9078,6910,0,1290,0,343203
37220,1070,74,0,17,0,24554
91,3588,2433,0,138,0,174268
1012,543,379,1,10,0,72849
6395,929,524,11,10,0,11105
36,2866,3147,0,182,0,19039
3,56,49,0,16,0,40675
5490,1534,834,4,226,0,57821
74,506,543,0,22,0,36750
216,1619,1561,0,113,0,2111
810,9078,6910,0,1290,0,343203
1,583,492,0,21,0,281961
14,132,52,0,39,0,38115
30667,1026,188,3,37,0,74785
10890,1290,413,0,4,0,9625
308,1165,1176,0,174,0,22500
1,16,97,0,3,0,744
4476,14769,8379,1,904,0,18219
1,140,93,0,270,0,50411
810,9078,6910,0,1290,0,343203
5550,60,63,7,5,0,1325
0,225,60,0,133,0,87846
1431,371,227,1,4,0,22182
4016,14704,10398,0,935,1,88625
0,521,229,0,280,0,324316
46357,2310,4995,0,6,0,17819
1453,324,39,3,0,1,4269
431,231,424,1,36,0,2272
2836,276,309,15,0,1,1179
3,1,14,0,0,0,7
810,9078,6910,0,1290,0,343203
250,1412,1361,0,173,0,22422
7,30,213,0,1,0,41
0,31,94,0,2,0,977
71881,1937,534,1,26,1,41940
26874,5887,5644,0,776,0,119973
39,873,22,2,15,0,1420
6143,292,318,3,2,0,8200
16684,322,695,7,5,0,90533
832,847,1024,0,157,0,24135
325,1212,1227,0,175,0,22516
31,160,784,0,5,0,1315
11585,1549,128,10,18,4,7837
1029,2899,2299,5,25,0,36613
724,1143,1085,1,0,0,3581
715,1638,2536,3,180,1,53419
3712,1802,1202,2,24,0,2441
810,9078,6910,0,1290,0,343203
3980,1268,372,3,25,0,95199
1,51,79,0,1,0,182
4981,1900,1334,1,186,0,12997
1884,324,283,1,3,1,4328
81110,81,86,3,5,0,12633
5983,150,300,0,2,0,2981
29,4830,1957,1,43,0,6710
810,9078,6910,0,1290,0,343203
18108,97,75,3,7,0,7303
731,6923,5421,0,96,0,87988
8,30,56,0,1,1,1812
1589,2150,1161,0,28,0,4851
4607,154,281,2,13,0,1337
1731,472,1500,2,6,0,6343
1372,1992,1997,0,195,0,33064
1276,1754,1527,1,4,1,26954
5440,170,136,0,29,0,12538
8697,156,95,2,17,0,16265
3141,2562,2975,0,425,0,6444
11322,1656,818,0,110,0,15749
208,16,88,0,1,0,123
11983,2728,148,1,146,0,29923
1,140,93,0,270,0,50411
59,3844,54,0,127,0,22757
42,127,107,7,0,0,2218
1630,914,68,3,6,0,3942
13038,141,297,0,5,0,3506
204,9547,8510,0,359,0,32184
867,178464,308,16,1367,3,33597
276,57,136,0,11,0,274
41710,958,122,5,30,2,25278
6627,319,118,1,15,0,10468
1780,22,18,0,1,0,3539
810,9078,6910,1,1290,0,343203
161,39,102,0,0,0,34
6478,983,275,1,14,0,6218
3897,360,771,0,10,0,8627
50,156,155,0,2,0,1210
1139,909,928,0,157,0,26969
856,858,1040,0,182,0,24295
810,9078,6910,2,1290,0,343203
0,74,0,0,29,0,30101
499,708,134,0,17,0,67440
94866,313,296,1,6,0,14238
2,244,2824,0,1,0,3475
74509,486,833,1,27,0,22425
1218,994,1018,0,174,0,28588
6865,140,202,2,5,0,45233
12451,270,215,3,1,0,6679
838,881,1063,0,174,0,24341
853,923,1088,0,181,0,24672
865,990,974,0,193,0,27491
9525,1921,1913,0,289,0,13605
0,686,1941,0,195,0,13365
327,1161,1210,0,170,0,22593
367,13,43,0,3,0,594
74,506,543,0,22,0,36751
19466,99,192,0,0,0,13721
101286,643,159,2,37,1,128007
97653,173,173,0,16,0,93658
3545,46,66,2,1,0,1963
39401,5693,150,6,55,0,17333
81,30,238,0,0,0,10545
21699,465,221,0,44,0,37489
317,912,962,0,132,0,21047
310,1203,1232,0,184,0,22523
11585,1549,128,1,18,1,7837
9651,512,646,0,18,0,19660
2863,515,378,3,0,0,1009
26874,5887,5644,1,776,1,119973
810,9078,6910,0,1290,0,343203
250,1412,1361,0,173,0,22422
2,89,212,0,25,0,4918
5941,1085,719,3,9,0,36482
36,2866,3147,22,182,10,19039
44952,6369,93,4,125,1,84889
4016,14704,10398,0,935,5,88625
1,140,93,0,270,0,50411
981,895,1060,0,159,0,24568
21368,225,276,1,6,0,35493
36669,6101,251,9,133,0,20939
1,836,982,0,3,1,12276
12754,114,130,1,10,0,22663
3772,1595,201,0,36,0,55751
14089,231,294,12,9,2,29214
0,6,38,0,0,0,4
2678,945,493,0,3827,0,206048
7398,283,235,1,13,0,16032
92530,1512,1320,1,11,1,45054
810,9078,6910,0,1290,0,343203
11627,456,396,8,1,5,23087
1,30,109,0,21,0,17286
2971,117,74,1,12,0,34434
20,1728,1647,0,71,0,13862
3,56,49,0,16,0,40675
1206,914,882,0,168,0,28580
18999,408,281,9,20,12,20989
27011,504,350,1,2,0,33167
587,374,1228,0,4,0,7321
431,231,424,0,36,0,2272
9148,396,104,8,3,2,6860
40674,1637,1125,1,23,0,17533
68522,277,259,5,20,0,58392
