favourites,followers,friends,likes,lists,retweets,statuses
1454,5016,4986,0,645,0,65963
1,16,97,0,3,0,744
23118,1194,798,5,7,1,24186
14,132,52,0,39,0,38115
2057,300,63,3,0,0,1941
6586,964,124,6,27,1,19123
1884,324,283,1,3,0,4328
10,960,169,0,2234,0,510077
2,89,212,0,25,0,4918
61201,665,571,3,7,0,24386
204,9547,8510,0,359,0,32184
13039,1731,333,23,91,1,5324
3392,196,257,3,2,0,4570
2,89,212,0,25,0,4918
7374,2228,1205,0,204,1,32665
0,521,229,0,280,0,324316
47,3,11,0,0,0,122
6643,128,347,0,4,0,12343
296,2738,144,0,1,0,632
282,1440,1449,0,166,0,21132
6519,8397,4861,0,156,0,154639
23506,917,565,0,43,0,50113
2739,12160,5188,1,249,0,53624
18372,105,465,1,5,0,12530
981,895,1060,0,159,0,24568
250,1412,1361,0,173,0,22422
23867,318,673,0,2,0,39981
1218,994,1018,0,174,0,28588
22429,258,332,1,30,0,34468
82621,617,565,4,17,1,74434
5962,47,127,0,5,0,7572
31525,3853,350,1,44,0,71009
9,112,45,0,182,0,9747
993,945,937,0,155,0,26061
19,76,138,0,22,0,419
0,651,1076,0,12,0,24625
0,8,8,0,7,0,8160
45345,379,198,1,26,0,38711
840,127,172,4,0,1,736
810,9078,6910,0,1290,0,343203
327,1161,1210,0,170,0,22586
1789,427,95,15,13,2,5201
4,79,1,0,26,0,113099
448,45885,813,0,95,0,5051
639,108,187,0,17,0,354
310,1203,1232,0,184,0,22523
6519,8397,4861,1,156,1,154639
17215,2436,691,7,7,0,14676
0,21,159,0,2,0,39838
1206,1076,1037,0,183,0,28299
4092,282,290,0,8,0,27995
2794,225,157,12,0,1,14491
1372,1992,1997,0,195,0,33064
28442,5284,395,4,47,3,42802
23463,552,465,9,1,1,8740
13632,152,289,2,5,0,11166
4060,311,315,0,1,0,2365
740,2750,4893,1,8,0,817
917,44,451,0,0,0,4923
888,880,851,0,194,0,27536
3776,36,41,4,3,0,1055
6958,9254,4079,1,1041,0,136549
912,896,1072,0,174,0,24417
255,13,209,0,0,0,328
6611,7824,7383,0,1694,0,52615
2,89,212,0,25,0,4918
810,9078,6910,0,1290,0,343203
3221,264,746,0,1,1,44482
1004,152,408,3,5,0,3780
74,506,543,0,22,0,36753
1589,4779,1843,0,190,0,11283
1083,1046,499,1,20,0,2209
1589,2150,1161,0,28,0,4851
1746,10344,1410,0,836,0,802807
28442,5284,395,8,47,10,42802
18538,334,361,4,25,0,47975
9311,334,249,3,7,1,6337
431,231,424,0,36,0,2272
204,9547,8510,0,359,1,32184
1068,333,338,6,3,4,2816
74,506,543,0,22,0,36751
26487,226,307,0,24,0,31053
14,753,88,0,76,5,7667
11585,1549,128,1,18,0,7837
19070,404,424,1,27,0,81624
223,2043,1451,0,20,0,102043
810,9078,6910,0,1290,0,343203
1178,735,448,2,2,2,9403
11764,476,459,1,4,0,5366
14,132,52,0,39,0,38115
0,1115,0,0,30,0,54591
904,300,196,1,0,0,2044
156,267,251,0,1,1,62
11043,130,207,0,4,0,4386
11891,1623,87,1,29,0,66620
522,155,287,0,10,0,681
282,1440,1449,0,166,0,21132
39943,592,368,2,14,0,13997
6319,485,673,0,89,0,5634
33835,869,849,1,56,1,60265
986,1332,1778,0,5,0,39682
39401,5693,150,14,55,0,17333
8139,758,783,0,6,0,11562
1372,1991,1997,0,195,0,33064
36,2866,3147,0,182,0,19039
2,89,212,0,25,0,4918
617,439,583,1,1,0,1241
42727,790,1941,0,108,0,39422
0,8,8,0,7,0,8160
810,9078,6910,0,1290,0,343203
9682,4354,650,6,14,1,25668
8827,13348,13581,0,286,0,34705
810,9074,6908,0,1290,0,343168
36669,6101,251,8,133,0,20939
1,16,97,0,3,0,744
1,836,982,0,3,0,12276
962,45,226,0,0,0,611
853,923,1088,0,181,0,24665
3374,1995,476,32,11,2,10487
810,9078,6910,0,1290,0,343203
19,734,98,13,14,2,397
1,14,11,1,9,0,56
0,24,15,0,15,1,337
810,9078,6910,0,1290,0,343203
2,7581,2607,0,33,0,47836
26297,941,140,4,29,0,42795
40674,1637,1125,1,23,0,17533
7302,3580,483,0,85,0,132856
2868,314,83,3,4,0,2204
875,196,360,1,3,0,7094
59582,1338,991,7,16,1,35211
15277,683,732,1,1,1,12015
22511,500,137,5,12,0,12441
3473,254,328,1,21,0,5084
838,881,1063,0,174,0,24341
4016,14704,10398,0,935,2,88625
437,2189,2220,0,360,0,163267
431,231,424,0,36,0,2272
10848,111,612,0,1,0,26359
7732,473,96,1,10,0,13257
2830,363,565,23,2,2,16196
2788,1452,312,0,15,0,19306
310,1203,1232,0,184,0,22523
0,103,54,0,169,1,17740
1206,914,882,0,168,0,28580
4122,510,1112,0,7,0,9139
4591,287,157,3,6,2,10984
181,1572,651,0,0,0,486
1535,7119,2202,1,978,0,52985
2383,1113,57,4,11,1,24595
11512,3167,233,1,69,0,106200
4122,510,1112,0,7,0,9139
12204,503,93,1,35,0,60524
306,24,92,7,1,5,644
527,410,262,0,14,0,6062
28,17,2,0,9,0,6653
53166,581,882,3,40,0,48480
90,602,1805,0,79,0,24448
2319,71,142,0,1,0,692
0,56,129,0,8,0,10224
13632,152,289,7,5,0,11166
38432,7102,74,0,98,0,32620
4301,3076,179,3,81,1,10435
0,686,1941,0,195,0,13365
869,1030,1048,0,194,0,27977
0,2716,39,0,1,0,2824
91,133,394,0,4,0,87
1447,109,136,1,2,0,1593
27,1098,1025,0,105,0,7025
2147,4282,1345,1,4,2,67722
1,583,492,0,21,0,281961
1,30,109,0,21,0,17286
22,57,111,0,0,0,34
3712,524,523,1,1,0,9148
204,9547,8510,0,359,0,32184
0,521,229,0,280,0,324316
14,753,88,0,76,8,7667
6022,142,187,0,24,0,4552
588,97,207,1,5,0,927
1237,10566,710,2,99,2,12251
3,137,234,0,2,0,1573
579,281,259,28,0,1,1147
1790,1919,817,0,319,0,10601
1429,125,130,0,5,0,9218
869,1030,1048,0,194,0,27977
10983,2717,3093,1,246,0,6212
905,51,36,0,3,0,21537
17241,702,523,23,8,2,12822
14,132,52,0,39,0,38115
431,231,424,0,36,0,2272
1429,125,130,1,5,0,9218
10066,473,1231,0,13,0,49183
1,30,109,0,21,0,17286
2,122,0,0,47,0,24084
0,211,429,0,69,0,7932
1189,808,892,0,174,0,35983
14184,477,313,0,8,0,71046
108549,842,358,0,23,0,72522
810,9078,6910,0,1290,0,343203
431,231,424,1,36,0,2272
3578,351,398,1,7,0,4867
0,1522,530,0,358,0,445452
204,9547,8510,0,359,0,32184
39488,2526,3006,4,230,2,25549
18879,2224,306,14,61,3,49660
1,836,982,0,3,0,12276
6,155,244,0,26,0,20931
77702,948,677,1,20,0,59442
204,9547,8510,0,359,0,32184
810,9078,6910,0,1290,0,343203
13824,768,1603,0,7,0,23661
3229,1586,1546,0,182,0,29641
11522,903,91,0,8,0,42702
976,913,1065,0,165,0,24181
67,8,13,0,2,0,439
6032,178,152,1,1,0,9894
810,9078,6910,0,1290,0,343203
242,672,590,0,228,0,129169
79,1,11,0,0,0,503
13963,94,104,5,4,1,29444
71944,1292,3194,2,84,0,64991
309,67,161,0,0,0,770
569,168,88,0,7,1,2984
810,9078,6910,1,1290,0,343203
0,1258,150,0,628,0,1237993
59,3844,54,0,127,0,22757
35896,1491,1062,2,19,0,67088
18223,829,379,0,7,1,35871
12690,4675,289,4,51,0,34165
2650,150,256,3,0,1,848
17,1475,12,0,486,0,382573
226,782,655,2,4,5,6431
655,232,336,2,2,0,3609
0,62,1,0,27,0,6843
810,9078,6910,0,1290,0,343203
11056,2922,778,1,10,1,177834
24651,3719,1373,2,29,1,38757
2584,1145,28,2,0,0,364
14196,1759,1881,2,13,0,17889
14533,102,236,1,10,0,11097
1873,1062,375,1,27,0,121894
1139,909,928,0,157,0,26969
6,322,294,0,117,0,136491
38419,174,85,3,11,0,47741
1675,56,51,3,0,0,1139
3,115,100,0,2,0,979
1488,18,101,3,1,0,2466
573,68,450,0,12,0,407
810,9078,6910,0,1290,0,343203
59,3844,54,0,127,0,22757
1206,914,882,0,168,0,28580
1178,169,63,0,0,0,3301
10652,4844,3914,6,135,1,53180
17234,198,170,8,9,1,26280
17,278,257,0,3,0,2526
0,10846,7300,0,4,0,28974
2,7581,2607,0,33,0,47836
1218,994,1018,0,174,0,28588
21368,225,276,8,6,0,35493
10589,883,2022,16,6,2,12664
810,9078,6910,0,1290,1,343203
64639,2522,269,0,54,0,103312
64428,4441,198,2,118,3,122650
899,922,949,0,177,0,31124
0,126,37,0,144,0,55166
838,881,1063,0,174,0,24341
44,8,151,1,0,0,23
3127,465,301,0,2,0,16805
6042,3533,2787,0,8,0,118143
810,9078,6910,0,1290,0,343203
2972,2436,842,1,333,0,32798
1246,11,7,1,0,0,349
1759,476,1446,0,25,0,2127
1206,1076,1037,0,183,0,28299
469,934,402,0,344,0,32952
2,7581,2607,0,33,0,47836
204,44,61,0,0,1,469
97,63,14,0,0,0,30
4,79,1,0,26,0,113099
810,9078,6910,0,1290,0,343203
469,934,402,1,344,0,32952
59,3844,54,0,127,0,22757
625,1916,820,0,11,0,54174
810,9078,6910,0,1290,2,343203
0,686,1941,0,195,0,13365
4,79,1,0,26,0,113099
1175,1426,1633,3,22,2,6894
1,30,109,0,21,0,17286
14598,299,102,1,25,0,35714
21107,1051,732,1,0,1,5842
96585,12701,972,221,330,143,199562
1793,467,457,0,4,0,8872
3049,8098,5056,1,606,0,26805
832,3998,2508,5,198,2,17282
39401,5693,150,6,55,0,17333
8827,13348,13581,0,286,0,34709
2783,1260,376,1,28,0,62605
3725,220,213,1,0,1,3151
40298,1741,1090,3,17,1,75393
310,1203,1232,0,184,0,22523
5090,417,94,1,7,0,19473
810,9078,6910,0,1290,0,343203
3,1209,2,0,2700,0,313517
21350,2081,67,1,20,0,47476
0,8,8,0,7,0,8160
242,673,590,0,228,0,129197
6319,485,673,0,89,0,5634
168,1496,56,0,0,0,485
2752,2144,2694,1,20,0,6394
987,703,481,0,12,0,14086
6519,8397,4861,0,156,1,154639
1028,1263,1328,0,146,0,21309
1009,2388,3017,0,385,0,313607
6639,1284,1002,3,21,1,75052
1717,544,1004,2,4,1,460
953,718,1107,0,91,0,156155
3222,877,327,1,20,0,36358
14,132,52,0,39,0,38115
105858,1211,753,0,40,0,41357
5283,259,93,3,11,0,7466
810,9078,6910,0,1290,0,343203
298,664,883,0,36,0,3035
495,9780,10089,0,87,0,12330
80402,2944,212,2,42,0,44655
26874,5887,5644,0,776,0,119973
1125,869,890,0,155,0,28112
1493,2130,705,0,8,0,38674
317,912,962,0,132,0,21047
981,895,1060,0,159,0,24568
65,119,157,0,1,0,213
2882,1194,1398,1,37,0,6908
3141,2562,2975,0,425,0,6444
810,9078,6910,0,1290,0,343203
1,583,492,0,21,0,281969
0,254,223,0,397,0,30879
810,9078,6910,0,1290,0,343203
28,6328,6843,0,144,0,15135
0,8,8,0,7,0,8160
242,673,590,0,228,0,129197
12417,1200,143,6,41,2,6886
1363,136,401,4,1,0,1458
16684,322,695,0,5,0,90533
33835,869,849,3,56,0,60265
1139,909,928,0,157,0,26969
810,9078,6910,0,1290,1,343203
3140,516,386,2,2,0,7863
3,115,100,0,2,0,979
4,79,1,0,26,0,113099
295,166,134,13,1,0,77
2739,12160,5188,1,249,0,53624
2,7581,2607,0,33,0,47836
6519,8397,4861,0,156,0,154639
49449,1223,80,1,13,1,22376
509,143,129,1,0,0,2552
77,733,670,0,137,0,17309
7523,312,449,1,1,0,6288
129,274,72,1,0,0,146
2408,87,257,0,7,0,10094
79,1,11,0,0,0,503
94866,313,296,4,6,0,14238
2555,557,883,0,2,0,11049
431,231,424,0,36,0,2272
7097,70,157,0,1,0,649
15421,2086,206,5,56,0,21505
136,7,4,1,0,0,109
248,14529,81,82,168,17,59678
2,89,212,0,25,0,4918
1686,345,312,1,0,1,5559
16990,3670,2025,0,115,0,394458
810,9078,6910,0,1290,0,343203
810,9078,6910,0,1290,0,343203
19186,893,405,15,44,1,34345
1,30,109,0,21,0,17286
204,9547,8510,0,359,0,32184
6643,128,347,0,4,0,12343
2,7581,2607,0,33,0,47836
43743,214,206,2,3,0,13875
17790,401,345,1,2,0,32446
3229,1586,1546,0,182,0,29641
6519,8397,4861,0,156,0,154639
8752,451,55,11,12,2,6930
103,1142,1540,0,2,0,6421
9230,244,438,1,0,0,5985
1746,10344,1410,0,836,0,802807
64428,4441,198,0,118,2,122650
282,1440,1449,0,166,0,21132
869,1030,1048,0,194,0,27977
215,58,52,1,0,1,598
3604,804,907,0,33,0,19118
77,733,670,0,137,0,17309
2119,40,134,0,7,0,923
1,140,93,0,270,0,50411
26874,5887,5644,0,777,0,119973
0,1115,0,0,30,0,54591
1343,5419,2598,0,170,0,230406
6643,128,347,0,4,0,12343
20385,118,130,0,6,0,4604
50157,499,386,2,9,1,29158
0,21,159,0,2,0,39838
2456,125,463,0,19,0,4464
19627,583,821,0,9,0,53191
15700,293,574,0,9,0,15328
327,1161,1210,0,170,0,22590
26874,5887,5644,0,776,0,119973
38663,682,617,1,47,0,12335
437,2189,2220,0,360,0,163262
7022,5183,272,7,65,2,56240
1285,285,248,4,1,1,2919
1454,5016,4986,1,645,0,65963
942,1069,998,0,180,0,27840
308,1594,4996,1,21,1,5489
3229,1586,1546,0,182,0,29641
318,1005,1045,0,182,0,22394
16,320,266,0,10,0,2650
21518,95,244,1,7,0,45174
242,673,590,0,228,1,129183
1990,872,297,1,369,0,26930
43623,4130,3268,1,119,0,62056
466,3437,2719,0,468,0,14904
582,2292,2057,0,262,0,8341
17513,799,56,6,17,0,9678
3141,2562,2975,4,425,1,6444
1,51,79,0,1,0,182
19420,1168,561,1,10,2,26210
1954,141,114,0,7,0,8249
129,10686,321,0,100,0,110218
19044,2037,88,3,66,0,17079
3765,174,267,2,20,0,2164
7325,523,767,1,15,0,7308
869,1030,1048,0,194,0,27977
30717,1208,813,0,4,0,18393
0,29,58,0,12,0,2466
0,225,60,0,133,0,87846
3,423,2855,0,13,0,2330
437,2189,2220,0,360,0,163259
12690,4675,289,3,51,0,34165
19412,7419,962,6,279,0,155750
0,126,37,0,144,0,55166
810,9078,6910,0,1290,0,343203
8053,18620,18,7,103,10,16060
9120,940,119,0,21,0,20511
4,79,1,0,26,0,113099
912,896,1072,0,174,0,24417
26874,5887,5644,1,777,1,119973
6643,128,347,0,4,0,12343
810,9078,6910,0,1290,0,343203
6174,270,216,1,0,0,19480
993,945,937,0,155,0,26061
4658,38,100,0,4,0,10459
6049,924,1190,1,4,0,75853
82621,617,565,6,17,0,74434
4,79,1,0,26,0,113099
2394,6349,6045,1,223,0,4159
854,900,1116,0,163,0,24558
899,922,949,0,177,0,31124
0,56,129,0,8,0,10224
810,9078,6910,0,1290,0,343203
944,4862,5131,0,11,0,62636
11345,1272,297,0,15,0,9932
2147,389,241,0,5,0,24924
854,900,1116,0,163,0,24558
1206,914,882,0,168,0,28580
856,858,1040,0,182,0,24295
3156,103,42,0,2,0,5069
44952,6369,93,1,125,1,84889
203,71,426,1,1,0,371
19466,99,192,2,0,0,13721
15716,514,412,0,20,0,15697
325,1212,1227,0,175,0,22516
3335,94,85,2,0,0,8318
4122,510,1112,2,7,0,9139
1139,909,928,0,157,0,26969
80,1270,166,1,397,0,43006
810,9078,6910,0,1290,0,343203
810,9078,6910,0,1290,0,343203
0,9,9,0,1,0,1225
22379,185,99,1,30,0,31122
1746,10344,1410,0,836,0,802807
169,785,1061,0,450,0,8135
5705,150,377,0,1,0,6289
976,913,1065,0,165,0,24181
1938,2020,107,2,27,1,5541
810,9078,6910,0,1290,0,343203
33718,1569,448,3,21,2,52572
1589,2150,1161,0,28,0,4851
17285,847,484,1,1,0,3185
242,672,590,0,228,0,129173
4462,948,381,0,11,1,101736
7821,477,224,1,2,0,351
580,213,305,1,4,0,1459
26297,941,140,1,29,0,42795
282,1440,1449,0,166,0,21132
6643,128,347,4,4,0,12343
266,170,218,0,0,0,654
810,9078,6910,0,1290,0,343203
2554,224,245,4,2,1,1393
1009,2388,3017,0,385,0,313652
308,1165,1176,0,174,0,22500
1745,397,269,1,0,1,1999
942,1069,998,1,180,0,27838
672,113,98,2,2,0,856
19843,510,287,0,17,0,25055
810,9078,6910,0,1290,0,343203
97,891,823,2,3,2,2694
942,1069,998,0,180,0,27840
20346,156,348,2,5,0,31870
0,11,57,0,9,0,4699
79478,2215,96,9,94,1,123676
24500,533,555,1,13,1,21809
0,282,0,0,112,0,77525
1,30,109,0,21,0,17286
12735,3187,159,1,49,1,34965
12754,114,130,4,10,0,22663
431,231,424,1,36,0,2272
2309,1855,1972,0,194,0,37426
0,21,159,0,2,0,39838
4178,6898,639,5,260,1,33142
4016,14704,10398,0,935,0,88625
869,1030,1048,0,194,1,27977
74,506,543,0,22,0,36753
74509,486,833,1,27,0,22425
469,934,402,0,344,0,32952
6450,493,855,0,5,0,5377
3141,2562,2975,0,425,0,6444
1,836,982,0,3,0,12276
5832,1229,1205,4,88,1,33431
810,9078,6910,4,1290,2,343203
16,336,1912,0,6,0,10741
23,2130,68,4,14,1,29381
250,1412,1361,0,173,0,22422
437,2189,2220,0,360,0,163267
2394,6349,6045,3,223,0,4159
856,858,1040,0,182,0,24295
26874,5887,5644,2,776,1,119973
12155,1775,1242,2,311,1,13990
6677,135,85,1,7,0,6447
204,9547,8510,1,359,0,32184
1303,1965,1156,1,128,2,28090
13506,4123,1323,11,58,0,103172
318,1005,1045,0,180,0,22394
810,9078,6910,0,1290,0,343203
0,126,37,0,144,0,55166
1340,742,152,0,1,0,14526
2547,1722,974,1,53,2,144117
11,39,153,0,2,0,515
226,261,338,0,19,0,1846
11224,184,42,31,3,25,2590
77,733,670,0,137,0,17309
18528,1471,2873,0,12,0,100050
2,89,212,0,25,0,4918
1679,338,884,0,5,0,7279
437,2188,2220,0,360,1,163239
29,2929,163,0,15,0,3485
44565,2294,631,3,237,0,49576
13267,13309,9101,0,489,0,234204
810,9078,6910,1,1290,0,343203
899,922,949,1,177,0,31124
9920,3033,2395,3,8,1,11900
2972,2436,842,1,333,1,32798
41370,6498,5966,13,86,11,15168
810,9078,6910,0,1290,0,343203
308,1165,1176,0,174,0,22500
3,1744,1124,0,11,0,71657
1206,1076,1037,0,183,0,28299
18816,319,273,4,29,0,64031
15783,711,1436,4,13,0,27830
4016,14704,10398,1,935,2,88625
708,478,414,0,39,0,2074
0,1115,0,0,30,0,54591
525,243,364,3,1,0,2112
8827,13348,13581,0,286,0,34709
1,140,93,0,270,0,50411
16156,123,338,3,7,1,11472
16274,82,82,2,1,0,6419
431,231,424,1,36,0,2272
14501,234,144,1,15,1,17335
1589,2150,1161,0,28,0,4851
1125,869,890,0,155,0,28112
0,521,229,0,280,0,324316
6643,1712,146,1,14,0,41974
0,57,38,0,143,0,82451
8537,7396,839,5,172,0,7066
242,672,590,0,228,0,129173
2090,157,48,1,5,0,3707
23607,3869,2560,7,81,1,34722
15530,415,135,6,4,0,3914
431,231,424,0,36,0,2272
4016,14704,10398,0,935,1,88625
26874,5887,5644,2,776,0,119973
66871,2194,169,14,56,3,127611
19442,122,209,1,13,0,23037
30157,162,363,1,13,0,20949
59,3844,54,0,127,0,22757
26523,1326,302,8,18,4,36730
5442,454,620,17,34,0,3690
0,104,740,0,0,0,295
0,62,1,0,27,0,6843
11184,1517,1104,2,24,1,56035
30821,1727,174,2,30,1,50290
4902,3934,2186,4,9,0,16396
129,10686,321,0,100,0,110218
600,20,136,0,0,0,641
1026,150,182,0,9,0,1892
79,1,11,0,0,0,503
56,61,479,1,0,0,392
5938,359,872,2,7,0,12690
200,283,56,0,2,0,1355
250,925,952,0,155,0,22185
255,24423,1817,0,53,0,4524
134,6003,20,158,185,248,564
5700,316,196,4,1,1,5150
2156,465,505,1,0,0,5694
106,27749,30122,0,11,0,1013
9148,396,104,2,3,1,6860
351,376,232,0,1,0,15055
18227,1548,1456,13,49,3,13610
2394,6349,6045,0,223,0,4159
8260,665,761,4,6,1,32294
17792,1164,291,0,3,0,16478
42,132,91,0,0,0,125
1009,2388,3017,0,385,0,313620
4016,14704,10398,0,935,0,88625
1237,10566,710,1,99,1,12251
7629,345,454,3,1,0,5120
810,9078,6910,0,1290,1,343203
204,9547,8510,0,359,0,32184
2,89,212,0,25,0,4918
9148,391,214,3,2,0,10153
3986,20963,16808,9,274,5,41152
1630,458,956,0,14,0,1864
1189,808,892,0,174,0,35983
580,14,34,0,2,0,3093
4,79,1,0,26,0,113099
39943,592,368,95,14,71,13997
11,909,1027,0,7,0,543
8873,1305,97,13,22,12,37198
2678,945,493,0,3827,0,206048
4896,3002,828,0,164,1,54135
4122,510,1112,0,7,0,9139
21699,465,221,3,44,0,37489
0,1115,0,0,30,0,54591
91,3588,2433,0,138,0,174268
9148,396,104,3,3,0,6860
74,506,543,0,22,0,36750
59,3844,54,0,127,0,22757
431,231,424,0,36,0,2272
204,9547,8510,1,359,0,32184
12213,787,698,0,9,0,65641
314,392,401,2,5,0,2783
838,881,1063,0,174,0,24341
310,1203,1232,0,184,0,22523
123275,6069,489,9,110,4,522466
2495,1017,885,43,0,6,363
13506,4123,1323,2,58,0,103172
131275,26197,21417,43,304,25,124499
810,9078,6910,0,1290,0,343203
6864,545,252,2,11,0,19319
105840,420,420,30,17,18,61072
317,912,962,0,132,0,21043
0,225,60,0,133,0,87846
1589,2150,1161,0,28,0,4851
177,19,46,1,3,0,1229
11824,137,97,1,6,0,10858
18892,716,552,0,1,0,24332
1240,1281,666,1,6,1,30060
12914,252,190,2,15,0,27470
24975,1921,2018,0,3,0,63168
4353,384,487,5,0,0,3831
5540,1401,774,1,28,0,19565
242,673,590,0,228,0,129195
5705,150,377,1,1,0,6289
12986,710,488,2,1,1,12683
0,282,0,0,112,0,77525
43743,214,206,4,3,0,13875
11585,1549,128,1,18,0,7837
310,4814,4574,0,592,0,29675
40725,542,492,0,15,0,81793
810,9078,6910,0,1290,0,343203
204,9547,8510,0,359,0,32184
5673,213,123,2,32,0,7181
3370,3248,3176,0,1094,1,21177
237,132,116,0,0,0,919
59,3844,54,0,127,0,22757
2,89,212,0,25,0,4918
60608,2531,999,20,107,13,19884
204,9547,8510,0,359,0,32184
0,1522,530,0,359,0,445461
6519,8397,4861,0,156,0,154639
18372,105,465,1,5,0,12530
2,89,212,0,25,0,4918
4981,1900,1334,0,186,0,12997
27057,422,269,3,3,0,26247
43743,214,206,1,3,1,13875
0,4470,4798,13,7,2,2166
41,1899,1975,0,367,0,17396
15716,514,412,1,20,0,15697
12417,1200,143,2,41,0,6886
12100,333,240,1,2,0,8706
1744,476,461,0,3,0,2832
810,9078,6910,1,1290,0,343203
53381,18,27,2,4,0,29650
25377,233,261,3,2,0,17908
854,9929,141,20,32,8,8660
59,3844,54,0,127,0,22757
13193,421,448,1,17,1,62583
1206,914,882,0,168,0,28579
5751,42,117,1,0,0,569
354,7,19,0,0,0,112
1125,869,890,0,155,0,28112
810,9078,6910,0,1290,0,343203
7,623,1431,0,17,0,375964
3,56,49,0,16,0,40675
8,22080,899,0,449,0,164935
1,30,109,0,21,0,17286
6519,8397,4861,0,156,0,154639
228,714,473,0,191,0,876264
6519,8397,4861,0,156,0,154639
1072,70,128,0,2,0,6648
10330,95,0,1,340,0,10336
854,900,1116,0,163,0,24558
44952,6369,93,1,125,2,84889
4358,466,355,30,1,0,9224
2710,180,237,1,0,0,491
0,146,0,0,15,0,12629
34728,2811,603,4,75,0,16966
44,412,413,0,7,0,4723
17418,332,608,3,11,0,14878
1556,3370,137,0,91,0,3341
49449,1223,80,0,13,0,22376
856,858,1040,0,182,0,24295
5113,405,416,3,0,1,1216
91,3588,2433,0,138,0,174268
2061,48,72,1,23,0,3089
2995,626,330,1,9,1,33826
70758,3875,112,1,71,0,104273
431,231,424,0,36,0,2272
11043,130,207,0,4,0,4386
81109,81,86,2,5,0,12633
4016,14704,10398,0,935,0,88625
317,912,962,0,132,0,21047
7013,2432,190,7,48,2,31095
1218,994,1018,0,174,0,28588
810,9078,6910,0,1290,0,343203
23867,318,673,0,2,0,39981
434,106,94,0,10,0,420
4608,864,786,3,3,0,15358
24,619,226,0,6,1,17457
1,140,93,0,270,0,50411
308,1594,4996,0,21,0,5489
3141,2562,2975,2,425,0,6444
3967,614,303,1,1,0,1686
49421,11985,99,1,107,1,30076
465,86,207,2,0,0,386
308,1165,1176,0,174,0,22500
13198,195,77,4,4,1,1481
12417,1200,143,11,41,5,6886
1746,10344,1410,0,836,0,802807
1343,5419,2598,0,170,0,230406
16731,3614,1247,1,29,0,87168
7455,1089,350,5,12,0,31205
3,115,100,0,2,0,979
126,32,160,0,0,0,73
59,3844,54,0,127,0,22757
31,2512,388,0,13,0,3549
810,9078,6910,1,1290,0,343203
51687,788,191,6,32,0,20408
1008,659,165,1,18,0,6573
3666,740,750,1,0,1,6416
5334,1077,530,1,21,3,138069
2357,231,191,0,5,0,26294
1725,9367,2413,11,399,7,12084
29389,263,186,6,15,0,29289
1206,1076,1037,0,183,0,28299
1423,264,264,1,17,1,17232
4016,14704,10398,1,935,0,88625
3198,218,239,1,5,0,19262
1009,2388,3017,0,385,0,313654
4460,17,45,0,1,0,2775
1372,1992,1997,0,195,0,33064
810,9078,6910,0,1290,1,343203
453,794020,1397,23,5588,6,33719
91,3588,2433,0,138,0,174268
0,254,223,0,397,0,30879
810,9078,6910,1,1290,0,343203
241,3,47,0,0,0,19
7165,740,740,0,3,0,20765
1,8,1,1,18,1,62
0,8,8,0,7,0,8160
810,9078,6910,0,1290,0,343203
59557,14731,14728,6,209,0,150468
1,140,93,0,270,0,50411
431,231,424,0,36,0,2272
1139,909,928,1,157,0,26969
34728,2811,603,10,75,0,16966
489,342,315,0,0,0,1557
129,10686,321,0,100,0,110218
6643,128,347,0,4,0,12343
20285,2665,177,0,31,0,45465
8876,69,204,0,3,0,5407
43897,5544,575,22,84,3,39795
1,836,982,0,3,0,12276
9261,152,148,0,9,0,3425
2,89,212,0,25,0,4918
0,450,1321,0,55,0,103058
810,9078,6910,0,1290,0,343203
55068,343,174,1,9,0,88005
854,901,1116,0,163,0,24558
15530,415,135,5,4,0,3914
250,925,952,0,155,0,22185
3858,158,771,0,29,0,23628
39943,592,368,104,14,30,13997
6844,202,726,0,12,0,9170
36669,6101,251,8,133,0,20939
25314,5026,424,7,32,6,137306
810,9078,6910,0,1290,0,343203
9469,263,153,0,12,0,31710
0,5044,3809,0,27,0,44708
832,847,1024,0,157,0,24135
2321,290,805,1,0,0,1617
41,1899,1975,0,367,0,17396
1,51,79,0,1,0,182
1281,66291,14234,5,1270,4,19941
103,186,138,0,5,0,1450
2,89,212,0,25,0,4918
12417,1200,143,48,41,33,6886
869,1030,1048,0,194,0,27977
3359,424,365,7,0,0,1923
47591,254,187,0,14,0,18362
4817,347,412,1,16,0,55075
719,137,174,0,0,0,1196
19180,901,679,0,8,0,67211
810,9078,6910,0,1290,0,343203
431,231,424,1,36,0,2272
48348,1138,1013,4,45,0,28327
1406,9740,876,1,327,1,19382
1655,32,12,0,0,0,1789
1811,138,35,1,0,0,5874
0,254,223,0,397,0,30879
869,1030,1048,0,194,0,27977
42,20989,21491,0,284,0,18179
40184,295,183,7,9,0,15518
22178,817,814,1,13,0,13889
2,78,381,1,9,0,10
7870,482,290,1,12,1,23860
130,430,77,21,1,3,253
431,231,424,0,36,0,2272
678,240,178,2,0,0,6989
8561,344,315,0,4,0,62056
9753,1134,51,2,33,0,10781
8987,277,353,9,0,0,12730
853,923,1088,0,181,0,24672
213,357,140,1,58,0,306
1125,869,890,0,155,0,28112
431,231,424,0,36,0,2272
46,493,420,0,3,0,9539
91,3588,2433,0,138,0,174268
2739,12160,5188,2,249,0,53624
810,9078,6910,0,1290,0,343203
4122,510,1112,3,7,0,9139
